url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,doc_has_verdict,doc_risk_score,doc_form_count,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,doc_length,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords
22,3.6412,1,0,0,0,9999,0,0,0,0,999,0,0,0,0,0,0,0,391025,77,0,0,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,435,0.0,0.0,0.0
23,3.882,0,0,0,0,8041,0,0,359,0,999,0,2,0,0,0,0,1,102773,248,0,0,0,0,0,0,82,1,1,0,4,1,0,2,0,0,0,0,580,0.0,0.0,0.0
22,3.516,1,0,0,0,9999,0,0,0,0,999,0,2,0,1,0,0,1,360462,49,8,1,0,0,0,0,139,1,0,0,0,1,0,2,0,0,0,0,633,0.0,0.0,0.0
0,0.0,0,0,0,0,10458,0,0,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,489,0.0,0.0,0.0
0,0.0,0,0,0,0,10458,0,0,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,504,0.0,0.0,0.0
0,0.0,0,0,0,0,10458,0,0,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,489,0.0,0.0,0.0
0,0.0,0,0,0,0,10458,0,0,289,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,0,504,0.0,0.0,0.0
32,4.0778,1,0,0,0,7109,0,0,195,0,999,0,0,0,0,0,0,1,131865,86,0,0,1,0,0,25,79,1,1,0,4,0,0,0,0,0,0,0,431,0.0,0.0,0.0
0,0.0,0,0,0,0,575,0,0,154,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,460,,,
26,3.8731,1,0,0,0,7530,0,0,139,0,999,0,1,0,0,0,0,0,94977,53,1,1,0,0,0,0,217,1,1,0,4,0,0,0,0,0,0,0,419,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,462,,,
0,0.0,0,0,0,0,5807,0,0,2593,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,540,0.0,0.0,0.0
0,0.0,0,0,0,0,5807,0,0,2593,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,1,1,0,0,653,0.0,0.0,0.0
0,0.0,0,0,0,0,5807,0,0,2593,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,540,0.0,0.0,0.0
0,0.0,0,0,0,0,5807,0,0,2593,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,1,1,0,0,653,0.0,0.0,0.0
0,0.0,0,0,0,0,7158,0,0,146,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,474,0.0,0.0,0.0
0,0.0,0,0,0,0,7158,0,0,146,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,373,0.0,0.0,0.0
0,0.0,0,0,0,0,7158,0,0,146,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,474,0.0,0.0,0.0
0,0.0,0,0,0,0,7158,0,0,146,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,373,0.0,0.0,0.0
19,3.5766,1,0,0,0,3690,0,0,327,0,999,0,1,0,0,0,0,0,169734,60,1,1,0,0,0,0,95,1,1,0,4,1,0,1,0,0,0,0,587,0.0,0.0,0.0
21,3.7849,1,0,0,0,8286,0,0,136,0,999,0,2,0,0,0,0,1,53805,21,1,1,0,0,0,0,47,1,1,3,4,1,0,2,1,0,0,0,604,0.0,0.0,0.0
0,0.0,0,0,0,0,3177,0,0,474,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,546,0.0,0.0,0.0
0,0.0,0,0,0,0,3177,0,0,474,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,529,0.0,0.0,0.0
0,0.0,0,0,0,0,3177,0,0,474,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,546,0.0,0.0,0.0
0,0.0,0,0,0,0,3177,0,0,474,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,529,0.0,0.0,0.0
21,3.6538,1,0,0,0,7215,0,0,89,0,999,0,0,0,0,0,0,0,34813,1,0,0,0,0,0,0,4,1,1,3,4,1,0,0,0,0,0,0,440,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,93,,,
20,3.5842,1,0,0,0,8250,0,0,515,0,999,0,0,0,0,0,0,4,265725,85,16,1,0,0,0,0,110,1,1,2,3,1,0,0,0,1,0,0,537,0.0,0.0,0.0
0,0.0,0,0,0,0,139,0,0,3512,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,415,,,
0,0.0,0,0,0,0,7958,0,0,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,480,0.0,0.0,0.0
0,0.0,0,0,0,0,7958,0,0,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,10,0,1,0,0,0,682,0.0,0.0,0.0
0,0.0,0,0,0,0,7958,0,0,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,480,0.0,0.0,0.0
0,0.0,0,0,0,0,7958,0,0,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,10,0,1,0,0,0,682,0.0,0.0,0.0
19,3.5766,1,0,0,0,8233,0,0,167,0,999,0,0,0,0,0,0,1,51361,29,1,0,0,0,0,0,77,1,1,1,2,1,0,0,0,0,0,0,476,0.0,0.0,0.0
0,0.0,0,0,0,0,10512,0,0,78,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,591,0.0,0.0,0.0
0,0.0,0,0,0,0,10512,0,0,78,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,2,1,0,0,0,590,0.0,0.0,0.0
0,0.0,0,0,0,0,10512,0,0,78,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,591,0.0,0.0,0.0
0,0.0,0,0,0,0,10512,0,0,78,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,2,1,0,0,0,590,0.0,0.0,0.0
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,,,
0,0.0,0,0,0,0,8573,0,0,192,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,505,,,
21,3.6538,1,0,0,0,6286,0,0,287,0,999,0,1,0,0,0,0,4,3158830,596,0,0,0,0,0,0,162,1,1,1,2,1,0,1,0,1,0,0,598,0.0,0.0,0.0
0,0.0,0,0,0,0,7762,0,0,272,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,470,0.0,0.0,0.0
0,0.0,0,0,0,0,7762,0,0,272,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,0,639,0.0,0.0,0.0
0,0.0,0,0,0,0,7762,0,0,272,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,470,0.0,0.0,0.0
0,0.0,0,0,0,0,7762,0,0,272,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,0,639,0.0,0.0,0.0
0,0.0,0,0,0,0,7526,0,0,143,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,417,0.0,0.0,0.0
0,0.0,0,0,0,0,7526,0,0,143,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,702,0.0,0.0,0.0
0,0.0,0,0,0,0,7526,0,0,143,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,417,0.0,0.0,0.0
0,0.0,0,0,0,0,7526,0,0,143,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,702,0.0,0.0,0.0
23,3.7623,1,0,0,0,7868,0,0,166,0,999,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,374,0.0,0.0,0.0
0,0.0,0,0,0,0,10319,0,0,271,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,420,,,
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,403,0.0,0.0,0.0
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,607,0.0,0.0,0.0
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,403,0.0,0.0,0.0
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,607,0.0,0.0,0.0
23,3.8492,1,0,0,0,7899,0,0,136,0,999,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,374,0.0,0.0,0.0
0,0.0,0,0,0,0,4857,0,0,255,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,521,,,
0,0.0,0,0,0,0,4253,0,0,129,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,352,,,
0,0.0,0,0,0,0,8264,0,0,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,490,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,569,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,490,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0,0,569,0.0,0.0,0.0
0,0.0,0,0,0,0,10023,0,0,933,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,573,0.0,0.0,0.0
0,0.0,0,0,0,0,10023,0,0,933,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,1,0,0,506,0.0,0.0,0.0
0,0.0,0,0,0,0,10023,0,0,933,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,573,0.0,0.0,0.0
0,0.0,0,0,0,0,10023,0,0,933,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,1,0,0,506,0.0,0.0,0.0
0,0.0,0,0,0,0,6095,0,0,1209,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,,,
0,0.0,0,0,0,0,3893,0,0,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,453,0.0,0.0,0.0
0,0.0,0,0,0,0,3893,0,0,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,10,0,1,1,0,0,562,0.0,0.0,0.0
0,0.0,0,0,0,0,3893,0,0,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,453,0.0,0.0,0.0
0,0.0,0,0,0,0,3893,0,0,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,10,0,1,1,0,0,562,0.0,0.0,0.0
0,0.0,0,0,0,0,8264,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,490,,,
0,0.0,0,0,0,0,7899,0,0,3058,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,486,0.0,0.0,0.0
0,0.0,0,0,0,0,7899,0,0,3058,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,2,0,0,0,0,641,0.0,0.0,0.0
0,0.0,0,0,0,0,7899,0,0,3058,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,486,0.0,0.0,0.0
0,0.0,0,0,0,0,7899,0,0,3058,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,2,0,0,0,0,641,0.0,0.0,0.0
23,3.7623,1,0,0,0,8183,0,0,217,0,999,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,73,1,3,1,2,1,0,0,0,0,0,0,374,0.0,0.0,0.0
0,0.0,0,0,0,0,3291,0,0,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,415,0.0,0.0,0.0
0,0.0,0,0,0,0,3291,0,0,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,500,0.0,0.0,0.0
0,0.0,0,0,0,0,3291,0,0,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,415,0.0,0.0,0.0
0,0.0,0,0,0,0,3291,0,0,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,500,0.0,0.0,0.0
0,0.0,0,0,0,0,3357,0,0,294,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,522,0.0,0.0,0.0
0,0.0,0,0,0,0,3357,0,0,294,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,362,0.0,0.0,0.0
0,0.0,0,0,0,0,3357,0,0,294,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,522,0.0,0.0,0.0
0,0.0,0,0,0,0,3357,0,0,294,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,362,0.0,0.0,0.0
0,0.0,0,0,0,0,2785,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,679,0.0,0.0,0.0
0,0.0,0,0,0,0,2785,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,1,0,1,1,0,0,0,613,0.0,0.0,0.0
0,0.0,0,0,0,0,2785,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,679,0.0,0.0,0.0
0,0.0,0,0,0,0,2785,0,0,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,1,0,1,1,0,0,0,613,0.0,0.0,0.0
21,3.749,1,0,0,0,3690,0,0,327,0,999,0,2,0,0,0,0,2,529631,64,0,1,0,0,0,20,150,1,2,3,4,1,0,2,1,0,0,0,641,0.0,0.0,0.0
0,0.0,0,0,0,0,7277,0,0,757,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,525,,,
0,0.0,0,0,0,0,7599,0,0,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,,,
0,0.0,0,0,0,0,6602,0,0,337,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,359,,,
0,0.0,0,0,0,0,8080,0,0,320,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,551,,,
0,0.0,0,0,0,0,7958,0,0,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,512,,,
23,3.882,1,0,0,0,5377,0,0,101,0,999,0,1,0,0,0,0,0,73847,29,0,1,0,0,0,0,53,1,1,1,4,1,0,1,0,0,0,0,570,0.0,0.0,0.0
0,0.0,0,0,0,0,7416,0,0,253,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,427,,,
0,0.0,0,0,0,0,8533,0,0,597,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,0,0,0,0,0,588,,,
