url,registrable,text
https://sail.co.in/,sail.co.in,"https://sail.co.in/ Domain: sail.co.in
URL: https://sail.co.in/
Registrable Domain: sail.co.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.58
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: खोज

   📄 Page Content:
      HTML Size: 194,516 bytes
      Internal Links: 182
      External Links: 52
      Images: 63
      ⚠️ IFrames: 4
      External Scripts: 10"
,powergrid.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: powergrid.in
Registrable Domain: powergrid.in

📡 DNS Records:
   A (IPv4): 4.240.62.100
   MX (Mail): powergrid-in.mail.protection.outlook.com
   NS (Nameservers): ns46.domaincontrol.com, ns45.domaincontrol.com

📋 WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 7545 days
   Days Until Expiry: 854

🌍 Network & Location:
   ASN: 8075
   Country: IN, Pune

📊 Metadata:
   First Seen: 2025-10-14T14:43:06.128917+00:00
   Processing Stage: r"
https://rajasthan.gov.in/,rajasthan.gov.in,"https://rajasthan.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: rajasthan.gov.in
URL: https://rajasthan.gov.in/
Registrable Domain: rajasthan.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 141

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-"
,tn.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: tn.gov.in
Registrable Domain: tn.gov.in

📡 DNS Records:
   A (IPv4): 218.248.29.65
   MX (Mail): mail.tn.gov.in
   NS (Nameservers): ns3.tn.gov.in, ns1.tn.gov.in, ns2.tn.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7899 days
   Days Until Expiry: 136

🌍 Network & Location:
   ASN: 9829
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.845200+00:00
   Processing Stage: rules:benign"
,railtelindia.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: railtelindia.com
Registrable Domain: railtelindia.com

📡 DNS Records:
   A (IPv4): 112.133.230.193
   MX (Mail): email.railtelindia.com
   NS (Nameservers): ns1.rcil.gov.in, ns2.rcil.gov.in

📋 WHOIS Information:
   Registrar: ENOM, INC.
   Domain Age: 8675 days
   Days Until Expiry: 90

🌍 Network & Location:
   ASN: 24186
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:06.579670+00:00
   Processing Stage: rules:benign"
,sebi.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sebi.gov.in
Registrable Domain: sebi.gov.in

📡 DNS Records:
   A (IPv4): 202.191.181.158, 202.191.181.30
   MX (Mail): mx3.mgovcloud.in, mx.mgovcloud.in, mx2.mgovcloud.in
   NS (Nameservers): pratibhuti.sebi.gov.in, musbdsdnsm1.sebi.gov.in, chdrdsdnsmc1.sebi.gov.in, nirakshak.sebi.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8264 days
   Days Until Expiry: 136

🌍 Network & Location:
   ASN: 9583
   Cou"
https://jharkhand.gov.in/,jharkhand.gov.in,"https://jharkhand.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: jharkhand.gov.in
URL: https://jharkhand.gov.in/
Registrable Domain: jharkhand.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 2

   📄 Page Content:
      External Links: 153

   🚩 Phishing Keywords Detected: password, login

   ⚠️ JavaScr"
https://mp.gov.in/,mp.gov.in,"https://mp.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mp.gov.in
URL: https://mp.gov.in/
Registrable Domain: mp.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.57
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 57

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:50:24.488237+00:00
   P"
,odisha.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: odisha.gov.in
Registrable Domain: odisha.gov.in

📡 DNS Records:
   A (IPv4): 164.100.141.48, 117.250.67.148
   MX (Mail): mail.odisha.gov.in
   NS (Nameservers): ns1.ocachosting.in, ns3.ocachosting.in, ns2.ocachosting.in, ns4.ocachosting.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5058 days
   Days Until Expiry: 55

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T1"
https://nagaland.gov.in/,nagaland.gov.in,"https://nagaland.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: nagaland.gov.in
URL: https://nagaland.gov.in/
Registrable Domain: nagaland.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.74
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 32

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:51:17.195059+00:00
   Processing Stage: rules:benign"
,sikkim.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sikkim.gov.in
Registrable Domain: sikkim.gov.in

📡 DNS Records:
   A (IPv4): 164.100.126.233
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns10.nic.in, ns7.nic.in, ns2.nic.in, ns1.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7745 days
   Days Until Expiry: 289

🌍 Network & Location:
   ASN: 55824
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:19.446915+00:00
   Processing Stage: rules:b"
https://py.gov.in/,py.gov.in,"https://py.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: py.gov.in
URL: https://py.gov.in/
Registrable Domain: py.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.57
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 44

   🚩 Phishing Keywords Detected: account

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code"
,telangana.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: telangana.gov.in
Registrable Domain: telangana.gov.in

📡 DNS Records:
   A (IPv4): 103.122.128.143
   MX (Mail): mailgw.nic.in
   NS (Nameservers): dns2.telangana.gov.in, dns1.telangana.gov.in, dns3.telangana.gov.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 4184 days
   Days Until Expiry: 198

🌍 Network & Location:
   ASN: 136659
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:45.080715+00:00
 "
https://tripura.gov.in/,tripura.gov.in,"https://tripura.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: tripura.gov.in
URL: https://tripura.gov.in/
Registrable Domain: tripura.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.76
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 70

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadata:
   First Seen: 2025-10-14T14:52:02.707574+00:00
   Processing Stage: rules:benign"
,wb.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: wb.gov.in
Registrable Domain: wb.gov.in

📡 DNS Records:
   A (IPv4): 202.61.117.51
   MX (Mail): mail.wb.gov.in, wb-gov-in.mail.protection.outlook.com
   NS (Nameservers): ns2.nic.in, ns7.nic.in, ns10.nic.in, ns1.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 8271 days
   Days Until Expiry: 136

🌍 Network & Location:
   ASN: 55741
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:45.291999+00:0"
,up.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: up.gov.in
Registrable Domain: up.gov.in

📡 DNS Records:
   A (IPv4): 164.100.181.61
   MX (Mail): mailgw.nic.in
   NS (Nameservers): ns1.nic.in, ns2.nic.in, ns7.nic.in, ns10.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7416 days
   Days Until Expiry: 253

🌍 Network & Location:
   ASN: 55824
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:21.820978+00:00
   Processing Stage: rules:benign"
,parivahan.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: parivahan.gov.in
Registrable Domain: parivahan.gov.in

📡 DNS Records:
   A (IPv4): 103.195.218.37
   NS (Nameservers): ns2.nic.in, ns10.nic.in, ns1.nic.in, ns7.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 5205 days
   Days Until Expiry: 273

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-14T14:43:28.444179+00:00
   Processing Stage: rules:benign"
https://uidai.gov.in/,uidai.gov.in,"https://uidai.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: uidai.gov.in
URL: https://uidai.gov.in/
Registrable Domain: uidai.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:52:59.883067+00:00
   Processing Stage: rules:benign"
,uk.gov.in," Domain: uk.gov.in
Registrable Domain: uk.gov.in

📊 Metadata:
   First Seen: 1760453016032"
,tcs.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: tcs.com
Registrable Domain: tcs.com

📡 DNS Records:
   A (IPv4): 4.247.162.6
   MX (Mail): Inblrg05.tcs.com, Inmumg05.tcs.com, inchng05.tcs.com, inmumg01.tcs.com, inblrg01.tcs.com, usnjyg01.tcs.com, uklong01.tcs.com, inchng04.tcs.com, inblrg03.tcs.com, inchng01.tcs.com, inmumg02.tcs.com, inchng02.tcs.com, Inmumg04.tcs.com, Inblrg04.tcs.com
   NS (Nameservers): ns5.tcs.com, ns7.tcs.com, ns8.tcs.com, ns6.tcs.com, ns3.tcs.com

📋 WHOIS Informatio"
https://www.bhimupi.org.in/,bhimupi.org.in,"https://www.bhimupi.org.in/ Domain: www.bhimupi.org.in
URL: https://www.bhimupi.org.in/
Registrable Domain: bhimupi.org.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.83
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      HTML Size: 52,503 bytes
      Internal Links: 29
      External Links: 33
      Images: 43
      ⚠️ IFrames: 3
      External Scripts: 17
      Favicon: Present

   🚩 Phishing Keywords Detected: account, secure

   ⚠️ JavaScrip"
https://aicte.gov.in/,aicte-india.org,"https://aicte.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: aicte.gov.in
URL: https://aicte.gov.in/
Registrable Domain: aicte-india.org

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.75
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 64

   🚩 Phishing Keywords Detected: account, login,"
https://www.bseindia.com/,bseindia.com,"https://www.bseindia.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bseindia.com
URL: https://www.bseindia.com/
Registrable Domain: bseindia.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 95

   🚩 Phishing Keywords Detected: login, suspended

   ⚠️ JavaScript "
https://www.epfindia.gov.in/site_en/index.php,epfindia.gov.in,"https://www.epfindia.gov.in/site_en/index.php 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.epfindia.gov.in
URL: https://www.epfindia.gov.in/site_en/index.php
Registrable Domain: epfindia.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 45 chars, Entropy: 4.00
      Subdomains: 2, Hyphens: 0, Special Chars: 1

   📄 Page Content:
      External Links: 475

   🚩 Phishing Keywords Detected: password, account, login, secure

  "
https://www.dgft.gov.in/CP/,dgft.gov.in,"https://www.dgft.gov.in/CP/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.dgft.gov.in
URL: https://www.dgft.gov.in/CP/
Registrable Domain: dgft.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.86
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 221

   🚩 Phishing Keywords Detected: account, login, secure, verify

"
https://www.goa.gov.in/,goa.gov.in,"https://www.goa.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.goa.gov.in
URL: https://www.goa.gov.in/
Registrable Domain: goa.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 31

   🚩 Phishing Keywords Detected: account

   ⚠️ JavaScript Behavior:
      🚨"
https://esic.gov.in/,esic.nic.in,"https://esic.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: esic.gov.in
URL: https://esic.gov.in/
Registrable Domain: esic.nic.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 20 chars, Entropy: 3.68
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 64

   🚩 Phishing Keywords Detected: password, login

   ⚠️"
https://home.iitd.ac.in/,iitd.ac.in,"https://home.iitd.ac.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: home.iitd.ac.in
URL: https://home.iitd.ac.in/
Registrable Domain: iitd.ac.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.71
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 511

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Metadata:"
https://www.gst.gov.in/,gst.gov.in,"https://www.gst.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.gst.gov.in
URL: https://www.gst.gov.in/
Registrable Domain: gst.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.52
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 15

   🚩 Phishing Keywords Detected: account, login, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:45:28.141439+00:00
   Processing Stage: "
https://www.digilocker.gov.in/,digilocker.gov.in,"https://www.digilocker.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.digilocker.gov.in
URL: https://www.digilocker.gov.in/
Registrable Domain: digilocker.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 4.07
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 13

   🚩 Phishing Keywords Detected: login, secure, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
"
https://dc.crsorgi.gov.in/crs/,crsorgi.gov.in,"https://dc.crsorgi.gov.in/crs/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dc.crsorgi.gov.in
URL: https://dc.crsorgi.gov.in/crs/
Registrable Domain: crsorgi.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 5

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-15T03:57:33.010759+00:00
   Processing Stag"
https://hal-india.co.in/home,hal-india.co.in,"https://hal-india.co.in/home 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hal-india.co.in
URL: https://hal-india.co.in/home
Registrable Domain: hal-india.co.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.94
      Subdomains: 1, Hyphens: 1, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Start

   📄 Page Content:
      External Links: 172

   🚩 Phishing Keywords Detected"
https://www.meity.gov.in/,meity.gov.in,"https://www.meity.gov.in/ Domain: www.meity.gov.in
URL: https://www.meity.gov.in/
Registrable Domain: meity.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.80
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      HTML Size: 294 bytes
      Internal Links: 0
      External Links: 0
      Images: 0
      External Scripts: 0
"
https://www.iitb.ac.in/,iitb.ac.in,"https://www.iitb.ac.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.iitb.ac.in
URL: https://www.iitb.ac.in/
Registrable Domain: iitb.ac.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.49
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search, Go

   📄 Page Content:
      External Links: 92

   🚩 Phishing Keywords Detected: account

 "
https://www.indianbank.in/,indianbank.in,"https://www.indianbank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.indianbank.in
URL: https://www.indianbank.in/
Registrable Domain: indianbank.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.61
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 3
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 101

   🚩 Phishing Keywords Detected: account, secure

   ⚠️ JavaScr"
http://www.education.gov.in/,education.gov.in,"http://www.education.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.education.gov.in
URL: http://www.education.gov.in/
Registrable Domain: education.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.91
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:48:13.953634+00:00
   Processing Stage: rules:benign"
https://www.idbi.bank.in/,idbi.com,"https://www.idbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.idbi.bank.in
URL: https://www.idbi.bank.in/
Registrable Domain: idbi.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 367

   🚩 Phishing Keywords Detected: password, account, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:49:18.824332+00:00
   Processing"
https://validate.perfdrive.com/?ssa=aa65afc4-5226-4480-b5fb-a1d39d7b0a23&ssb=29105227192&ssc=https%3A%2F%2Fntpc.co.in%2F&ssi=221ce59d-cs5n-4b36-b3ca-2c66d350b38a&ssk=botmanager_support@radware.com&ssm=44559758292098665103437416077107&ssn=cfa868bad9910c9c4cf2210d5c1d8d2c26794c10434b-5307-49c3-9c3316&sso=c06ae48b-73b3d53245266f5843e0cf8dd969e4a1ff1accd36c87235e&ssp=13717539771760477077176046238260380&ssq=46792325297871368799052978548368989233665&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://example)&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA0YzEwNDM0Yi01MzA3LTQ5YzMtOTQ4Yi03M2IzZDUzMjQ1MjYxLTE3NjA0NTI5Nzg4NDMwLTAwMWI1YmQyYWE4NTU5NmExMzkxMCIsInV6bXgiOiI3ZjkwMDA4NWYxYzYwYy02ZThiLTQwNmMtYjFiZC1kNTUwMzUzNzE1MDQxLTE3NjA0NTI5Nzg4NDMwLWQ0NzE1N2FlMjY0Y2JjMDUxMCIsInJkIjoibnRwYy5jby5pbiJ9,ntpc.co.in,https://validate.perfdrive.com/?ssa=aa65afc4-5226-4480-b5fb-a1d39d7b0a23&ssb=29105227192&ssc=https%3A%2F%2Fntpc.co.in%2F&ssi=221ce59d-cs5n-4b36-b3ca-2c66d350b38a&ssk=botmanager_support@radware.com&ssm=44559758292098665103437416077107&ssn=cfa868bad9910c9c4cf2210d5c1d8d2c26794c10434b-5307-49c3-9c3316&sso=c06ae48b-73b3d53245266f5843e0cf8dd969e4a1ff1accd36c87235e&ssp=13717539771760477077176046238260380&ssq=46792325297871368799052978548368989233665&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://example
https://www.nic.gov.in/,nic.gov.in,"https://www.nic.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.nic.gov.in
URL: https://www.nic.gov.in/
Registrable Domain: nic.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-15T03:57:25.187207+00:00
   Processing Stage: rules:benign"
https://www.powergrid.in/,powergrid.in,"https://www.powergrid.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.powergrid.in
URL: https://www.powergrid.in/
Registrable Domain: powergrid.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.73
      Subdomains: 1, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-14T14:49:53.382466+00:00
   Processing Stage: rules:benign"
https://www.railtel.in/hi/,railtelindia.com,"https://www.railtel.in/hi/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.railtel.in
URL: https://www.railtel.in/hi/
Registrable Domain: railtelindia.com

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.61
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 45

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:49:57.852476+00:00
   Processing Stage: rules:benign"
https://www.tn.gov.in/,tn.gov.in,"https://www.tn.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.tn.gov.in
URL: https://www.tn.gov.in/
Registrable Domain: tn.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 22 chars, Entropy: 3.50
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 110

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-14T14:53:22.669293+00:00
   Processing Stage: rules:benign"
https://www.sebi.gov.in/,sebi.gov.in,"https://www.sebi.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.sebi.gov.in
URL: https://www.sebi.gov.in/
Registrable Domain: sebi.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 24 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 1
      Email Fields: 0

   📄 Page Content:
      External Links: 154

   🚩 Phishing Keywords Detected: password, account, login

   ⚠️ JavaSc"
https://www.sikkim.gov.in/,sikkim.gov.in,"https://www.sikkim.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.sikkim.gov.in
URL: https://www.sikkim.gov.in/
Registrable Domain: sikkim.gov.in

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 32

   🚩 Phishing Keywords Detected: login

   ⚠️ JavaScript Behavio"
,icicicareers.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: icicicareers.com
Registrable Domain: icicicareers.com

📡 DNS Records:
   NS (Nameservers): ns3.icicibank.com, ns2.icicibank.com, ns1.icicibank.com, a7-65.akam.net

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 9311 days
   Days Until Expiry: 184

📊 Metadata:
   First Seen: 2025-10-15T03:57:01.335340+00:00
   Processing Stage: rules:benign"
,hdfc.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfc.com
Registrable Domain: hdfc.com

📡 DNS Records:
   A (IPv4): 104.16.121.45, 104.16.122.45
   AAAA (IPv6): 2606:4700::6810:792d, 2606:4700::6810:7a2d
   MX (Mail): hdfc-com.mail.protection.outlook.com
   NS (Nameservers): mia.ns.cloudflare.com, skip.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 9865 days
   Days Until Expiry: 360

🌍 Network & Location:
   ASN: 13335

📊 Metada"
,yonobusiness.sbi," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: yonobusiness.sbi
Registrable Domain: yonobusiness.sbi

📡 DNS Records:
   A (IPv4): 103.68.221.208
   AAAA (IPv6): 2405:a700:14:12e::230
   NS (Nameservers): a1-148.akam.net, a16-64.akam.net, a20-64.akam.net, a22-65.akam.net, a3-66.akam.net, a5-66.akam.net

📋 WHOIS Information:
   Registrar: Synergy Wholesale Accreditations Pty Ltd
   Domain Age: 2566 days
   Days Until Expiry: 355

🌍 Network & Location:
   ASN: 45644
   Country: IN

📊 Metadat"
