url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256
,esic.nic.in,0,0.0,0,0,0,0,7599,0,0,National Informatics Centre,IN,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,
https://gujarat.gov.in/,gujarat.gov.in,23,3.8492,1,0,0,0,7899,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,2,2,3,,
,icmr.gov.in,0,0.0,0,0,0,0,4857,0,0,National Informatics Centre,IN,255,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,
,dc.crsorgi.gov.in,0,0.0,0,0,0,0,4253,0,0,National Informatics Centre,IN,129,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,iitd.ac.in,0,0.0,0,0,0,0,8264,0,0,ERNET India,IN,866,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,,
,idbi.com,0,0.0,0,0,0,0,10023,0,0,"Network Solutions, LLC",IN,933,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,,
,imps.npci.org.in,0,0.0,0,0,0,0,6095,0,0,OVI HOSTING PVT LTD,,1209,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,digilocker.gov.in,0,0.0,0,0,0,0,3893,0,0,National Informatics Centre,IN,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,,
,indianrailways.gov.in,0,0.0,0,0,0,0,8264,0,0,National Informatics Centre,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
,iitb.ac.in,0,0.0,0,0,0,0,7899,0,0,ERNET India,IN,3058,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,,
https://cert-in.org.in/,cert-in.org.in,23,3.7623,1,0,0,0,8183,0,0,S.G.S. Technologie Pvt Ltd dba Netandhost.com,IN,217,0,999,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,73,1,3,1,2,a445420727d0661026c63aa36191e243,b24d7bdfaf62a932f2e01777e97c8061010d120af3815752123ec27b8536f2d6
,gst.gov.in,0,0.0,0,0,0,0,3291,0,0,National Informatics Centre,IN,360,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
,meity.gov.in,0,0.0,0,0,0,0,3357,0,0,National Informatics Centre,IN,294,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,
,hal-india.co.in,0,0.0,0,0,0,0,2785,0,0,DOTCOM SERVICES (INDIA) PVT. LTD - DBA Worldindia.com,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,,
https://irdai.gov.in/,irdai.gov.in,21,3.749,1,0,0,0,3690,0,0,National Informatics Centre,US,327,0,999,0,2,0,0,0,0,2,529631,64,0,1,0,0,0,20,150,1,2,3,4,bb789a0c0bf3438833f601042be4eb54,678f43adcf805acf1d5b4f3ebc2dd29e27ab23612a4482d05918c69afe5e58da
,ircon.org,0,0.0,0,0,0,0,7277,0,0,"GoDaddy.com, LLC",IN,757,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,,
,ladakh.nic.in,0,0.0,0,0,0,0,7599,0,0,National Informatics Centre,,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,kavach.mail.gov.in,0,0.0,0,0,0,0,6602,0,0,National Informatics Centre,IN,337,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,karnataka.gov.in,0,0.0,0,0,0,0,8080,0,0,National Informatics Centre,IN,320,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,,
,kerala.gov.in,0,0.0,0,0,0,0,7958,0,0,National Informatics Centre,IN,77,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
https://manipur.gov.in/,manipur.gov.in,23,3.882,1,0,0,0,5377,0,0,National Informatics Centre,IN,101,0,999,0,1,0,0,0,0,0,73847,29,0,1,0,0,0,0,53,1,1,1,4,c014b9153f4f6ee4896933799837a890,d806e8c82228a9b51a69587b6db6be6c27db040a8a8e82717add6ff25539ea4a
,jk.gov.in,0,0.0,0,0,0,0,7416,0,0,National Informatics Centre,IN,253,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
,irctc.co.in,0,0.0,0,0,0,0,8533,0,0,GoDaddy,IN,597,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,,
,education.gov.in,0,0.0,0,0,0,0,1862,0,0,National Informatics Centre,IN,328,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
,indianbank.in,0,0.0,0,0,0,0,7545,0,0,Sify Digital Services Limited,IN,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
https://meghalaya.gov.in/,meghalaya.gov.in,25,3.9435,1,0,0,0,7454,0,0,National Informatics Centre,IN,215,0,999,0,1,0,0,0,0,0,64969,28,4,1,0,0,0,0,241,1,1,1,4,00c289ba07be371e939aa92a56cc2b7f,3ba88249aab8986e39c1c18ac44cecb4258bb43afd87dea4adde8880df9ae472
https://maharashtra.gov.in/,maharashtra.gov.in,27,3.708,1,0,0,0,8390,0,0,National Informatics Centre,IN,10,0,999,0,1,0,0,0,0,1,2174180,14,0,0,0,0,0,0,67,1,1,1,2,0e9ce4a6f37609ff5596a60dbc5eed95,c55783871f373fd978f144b1d9a7d01d4002dde65509a95a04256ec167a5c113
https://mtnl.net.in/,mtnl.net.in,20,3.3464,1,0,0,0,7899,0,0,#1 Indian Domains dba Mitsu.in,IN,136,0,999,0,1,0,0,0,0,0,67802,126,0,0,0,0,0,0,38,1,1,1,7,,
,mha.gov.in,0,0.0,0,0,0,0,7145,0,0,National Informatics Centre,IN,159,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,
https://centralbankofindia.co.in/,centralbankofindia.co.in,33,4.0438,1,0,0,0,8264,0,0,Sify Digital Services Limited,,136,0,999,0,0,0,0,0,0,0,7525,1,0,0,1,0,0,25,1,1,0,3,2,,
,licindia.in,0,0.0,0,0,0,0,7545,0,0,GoDaddy,US,124,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
,nabard.org,0,0.0,0,0,0,0,9743,0,0,"Network Solutions, LLC",IN,3040,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
https://newindia.co.in/,newindia.co.in,23,3.7294,1,0,0,0,7895,0,0,Sify Digital Services Limited,IN,139,0,999,0,0,0,0,0,0,2,4108120,126,1,0,0,0,0,0,72,1,1,5,2,0f32eda3820269d7311212ce99e5a2be,934e59ecad6ee8cd81294812b250b13e3e24a30d53ff65007933541fd1b38ad3
https://nationalinsurance.nic.co.in/,nic.co.in,36,3.7454,2,0,0,0,8162,0,0,Netlynx Technologies Pvt. Ltd.,IN,603,0,999,0,1,0,0,0,0,0,277444,108,1,1,0,0,0,0,197,1,1,0,0,936002e74e86e53f60c8fe1645b94e9e,4005a0c45d07b7703b8514048c7072bad338e8e060ae0b7d3e815a43ebf9b8e3
,nhai.gov.in,0,0.0,0,0,0,0,3214,0,0,National Informatics Centre,IN,72,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
,nic.in,0,0.0,0,0,0,0,7599,0,0,National Informatics Centre,,70,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,
https://mizoram.gov.in/,mizoram.gov.in,23,3.882,1,0,0,0,7806,0,0,National Informatics Centre,US,228,0,999,0,0,0,0,0,0,1,28007,1,0,0,0,0,0,0,46,1,1,1,2,cf3042959cdd1fc3d97ec594eaec8d9f,3b0e96532e6d459427070fd0b28aba35fb3a54a97a6432ba54b8c9a28524391a
,neft.rbi.org.in,0,0.0,0,0,0,0,8264,0,0,Sify Digital Services Limited,,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,nciipc.gov.in,0,0.0,0,0,0,0,5632,0,0,National Informatics Centre,IN,211,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
https://nalcoindia.com/,nalcoindia.com,23,3.7951,0,0,0,0,9358,0,0,"GoDaddy.com, LLC",IN,502,0,999,0,2,0,0,0,0,2,399313,189,0,1,0,0,0,0,102,1,1,0,2,057eeb0acc852ba1da02d5cf5b62669d,60d2ccf0597071e6aa63231f132a8824920907c7da97d3e6cf6dbc23975c470d
https://nitc.ac.in/,nitc.ac.in,19,3.3264,1,0,0,0,7776,0,0,ERNET India,IN,2815,0,999,0,4,0,0,0,0,2,308623,55,1,0,0,0,0,0,114,1,1,7,5,a3dc3126e8bcebd0deea8605157ae4e4,c52f37b9e0b2d1eee02d732b9f44206e27d21684d22b0ab6e5f4f2c140f72589
,nsdl.co.in,0,0.0,0,0,0,0,8264,0,0,Endurance Digital Domain Technology Private Limited,IN,1597,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,,
,ntpc.co.in,0,0.0,0,0,0,0,8264,0,0,Netlynx Technologies Pvt. Ltd.,IN,136,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
https://nta.ac.in/,nta.ac.in,18,3.3083,1,0,0,0,2709,0,0,ERNET India,IN,1673,0,999,0,1,0,0,0,0,3,465727,34,1,0,0,0,0,0,55,1,1,1,2,8a32b20ad1495d67a3462a1dd371af90,2d4958e8e642e66ee52cf78c4c339d5adbdecd7c5fa1bd680be9a4040115e36e
https://orientalinsurance.org.in/,orientalinsurance.org.in,33,3.9226,1,0,0,0,6087,0,0,Sify Digital Services Limited,US,1582,0,999,0,0,0,0,0,0,0,8500,0,1,0,1,0,0,25,42,1,4,0,4,dc192abebacad230030e4af2f9578e44,c404c5936c7e4a92c2ef408d2c163dd6b1b3798b64e038c15c704b2b70fdf285
https://aiims.edu/index.php/en,aiims.edu,30,3.7647,0,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,238878,88,2,0,0,0,0,0,130,1,0,0,0,,
,nlcindia.com,0,0.0,0,0,0,0,9454,0,0,gooddomainregistry.com,,42,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,
,pfrda.gov.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,nic.gov.in,0,0.0,0,0,0,0,292,0,0,National Informatics Centre,IN,437,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,
,.gov.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
https://www.cbse.gov.in/,cbse.gov.in,24,3.8239,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,,
,zoo.gov.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,urban.gov.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,water.gov.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
https://punjab.gov.in/,punjab.gov.in,22,3.8797,1,0,0,0,7745,0,0,National Informatics Centre,IN,289,0,999,0,5,0,0,0,0,0,308165,55,2,1,0,0,0,20,153,1,1,1,3,f09bff3b01efc9fced4fa807464b53bf,c84c14292b6d7ebece09721817f8588ab4e358394d0725289bf810afe94572fd
https://recindia.nic.in/,recindia.nic.in,24,3.6054,1,0,0,0,7599,0,0,National Informatics Centre,IN,70,0,999,0,2,0,0,0,0,0,79289,87,0,0,0,0,0,0,79,1,1,0,0,15cb4d0dd1f73ae6d24981103d338812,fbe8ed5679ba8757906c731f8173b352a7149890c5e24b50e352982262602b50
